Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2014,Pune,26,Female,No,4,1,41846.82
Bachelors,2017,Pune,27,Male,Yes,5,0,93459.65
PHD,2013,New Delhi,30,Male,No,1,0,96354.65
Masters,2018,Bangalore,26,Male,No,4,1,101899.65
Bachelors,2012,Bangalore,26,Male,No,4,0,60874.32
Bachelors,2013,Bangalore,26,Male,No,4,0,83987.61
Bachelors,2015,New Delhi,26,Female,No,4,0,83256.36
Bachelors,2016,Pune,29,Male,No,2,0,101895.86
Bachelors,2018,Bangalore,29,Female,Yes,2,1,84726.81
Bachelors,2016,Bangalore,28,Male,No,1,0,91125.79
Masters,2012,Pune,30,Male,No,1,0,78173.62
Bachelors,2014,Bangalore,30,Female,No,2,0,51359.46
Bachelors,2013,Bangalore,27,Male,No,5,1,97353.96
Bachelors,2014,Bangalore,29,Female,No,1,0,58686.86
Bachelors,2013,Pune,28,Male,No,2,0,88695.43
Bachelors,2014,Pune,29,Male,No,2,0,74401.07
Bachelors,2012,Bangalore,30,Female,No,2,0,31198.39
Bachelors,2018,Pune,28,Male,No,2,1,83770.46
Bachelors,2012,Bangalore,30,Female,Yes,2,0,74737.92
Masters,2017,New Delhi,30,Male,No,1,0,58884.29
Bachelors,2014,New Delhi,27,Female,No,5,0,65295.71
Masters,2014,New Delhi,29,Male,No,2,0,58311.74
Bachelors,2016,Bangalore,29,Male,No,2,0,91486.87
Bachelors,2014,Pune,28,Female,No,2,1,49065.27
Bachelors,2017,New Delhi,26,Male,No,4,0,74200.79
Bachelors,2018,Pune,28,Male,No,1,1,80456.52
Bachelors,2016,Pune,29,Male,No,1,0,64749.34
Bachelors,2015,Pune,26,Female,Yes,4,1,99001.2
Masters,2017,Bangalore,27,Male,No,5,1,84649.29
Masters,2017,New Delhi,26,Male,No,4,0,47627.9
Masters,2013,New Delhi,26,Female,No,4,1,77879.2
Bachelors,2017,Bangalore,29,Male,No,1,0,81457.3
Masters,2013,New Delhi,27,Female,No,5,0,101592.75
Bachelors,2012,Pune,30,Female,No,2,1,56179.95
Bachelors,2013,New Delhi,26,Male,No,4,0,67707.04
Bachelors,2015,Pune,28,Female,No,1,1,51992.51
Bachelors,2013,New Delhi,27,Male,No,5,0,86691.56
Bachelors,2015,Pune,29,Female,Yes,2,1,46351.54
Bachelors,2012,Bangalore,27,Female,No,5,0,40909.95
Bachelors,2012,Bangalore,28,Male,No,2,0,91561.03
Bachelors,2015,New Delhi,26,Male,No,4,0,86435.66
Bachelors,2017,New Delhi,28,Female,No,1,0,65471.67
Bachelors,2013,Bangalore,27,Male,No,5,0,63011.62
Masters,2014,Bangalore,28,Male,No,1,1,78427.08
Bachelors,2015,Bangalore,29,Male,No,1,0,73742.78
Bachelors,2017,New Delhi,27,Female,No,5,0,67352.27
Bachelors,2012,Bangalore,27,Male,Yes,5,0,90009.17
Masters,2017,New Delhi,30,Male,No,2,0,54521.19
Bachelors,2015,Bangalore,28,Female,No,2,0,73190.81
Masters,2017,Bangalore,27,Male,No,5,0,24686.47
Bachelors,2015,Bangalore,27,Male,No,5,0,88523.76
Bachelors,2018,Bangalore,27,Male,Yes,5,1,87284.91
Masters,2017,Pune,30,Male,No,1,0,54820.3
Bachelors,2013,Pune,29,Male,No,2,0,77827.13
Bachelors,2013,Pune,29,Male,No,2,0,71896.69
Bachelors,2012,Pune,27,Male,Yes,5,0,78440.78
Bachelors,2015,Pune,30,Female,No,1,1,62727.09
Bachelors,2015,Pune,29,Female,No,2,1,53472.01
Masters,2018,Pune,26,Male,No,4,1,87630.95
Masters,2013,Bangalore,29,Female,No,2,1,45889.84
Bachelors,2014,Bangalore,28,Male,No,2,1,32279.87
Bachelors,2015,Bangalore,30,Male,No,1,0,77150.11
Bachelors,2015,Pune,27,Female,No,5,1,53860.48
Bachelors,2014,Bangalore,28,Female,Yes,1,0,80089.9
Masters,2015,New Delhi,27,Male,No,5,0,82451.1
Masters,2017,New Delhi,26,Male,No,4,1,42028.76
Bachelors,2018,Bangalore,28,Male,No,1,1,95026.42
Bachelors,2015,New Delhi,28,Female,No,2,0,92412.44
Bachelors,2013,Bangalore,27,Male,No,5,0,98110.02
Bachelors,2013,Pune,26,Female,No,4,1,20851.24
Masters,2017,New Delhi,30,Male,Yes,2,0,57401.19
Bachelors,2015,Bangalore,28,Female,No,1,0,98656.55
Bachelors,2013,Bangalore,27,Male,Yes,5,0,99076.65
Bachelors,2012,Bangalore,26,Male,No,4,1,85926.8
Bachelors,2018,Bangalore,28,Male,No,2,1,76280.93
Masters,2017,New Delhi,28,Male,No,2,0,45691.95
Bachelors,2015,Bangalore,29,Male,No,2,0,77887.88
Bachelors,2012,New Delhi,30,Male,No,1,1,81501.41
Masters,2016,Pune,30,Male,No,1,0,94942.26
Bachelors,2014,Pune,30,Male,No,1,0,83306.09
Bachelors,2018,Bangalore,26,Male,No,4,1,81644.63
Masters,2017,Bangalore,26,Male,No,4,1,64723.23
Bachelors,2012,New Delhi,27,Female,No,5,0,86816.06
Bachelors,2018,Bangalore,26,Female,Yes,4,1,91685.2
PHD,2014,Bangalore,27,Male,No,5,0,83147.17
Masters,2017,New Delhi,26,Male,Yes,4,1,51007.82
Bachelors,2013,Bangalore,30,Female,No,1,1,85957.99
Bachelors,2012,Bangalore,30,Female,No,2,0,63473.94
Masters,2018,New Delhi,26,Male,Yes,4,1,73230.23
Bachelors,2013,Bangalore,28,Female,No,1,0,42052.6
Bachelors,2017,Bangalore,30,Male,No,1,0,77490.2
Masters,2017,Pune,30,Female,No,2,1,43878.96
PHD,2016,Bangalore,27,Male,No,5,0,66141.26
Bachelors,2016,New Delhi,28,Female,No,2,0,66854.95
Bachelors,2015,Pune,29,Female,No,1,1,58661.21
Bachelors,2013,Bangalore,27,Female,No,5,0,76997.54
Masters,2014,Pune,27,Male,No,5,0,92748.09
Masters,2017,New Delhi,26,Female,Yes,4,1,42169.22
Masters,2017,New Delhi,30,Female,No,1,0,44331.34
Masters,2018,New Delhi,27,Female,No,5,1,75325.06
Bachelors,2017,Pune,29,Male,No,1,0,43078.12
Masters,2014,New Delhi,29,Male,No,1,0,36152.84
Bachelors,2015,Pune,30,Female,No,2,1,47469.79
Bachelors,2014,Bangalore,30,Male,No,2,1,73651.9
Masters,2018,New Delhi,30,Female,No,2,0,33929.25
Bachelors,2017,Bangalore,29,Male,No,1,0,88809.25
Bachelors,2016,Pune,28,Male,No,2,0,73109.25
Bachelors,2018,Bangalore,26,Female,No,4,1,56025.34
Bachelors,2014,Bangalore,28,Female,No,2,0,49274.69
Masters,2017,New Delhi,29,Female,No,2,0,46950.41
Masters,2013,New Delhi,26,Male,No,4,1,56341.0
Bachelors,2017,New Delhi,28,Female,No,1,0,48319.65
Bachelors,2016,Bangalore,30,Female,No,1,0,84500.39
PHD,2015,Pune,27,Male,No,5,0,76920.95
Bachelors,2016,Bangalore,29,Male,No,2,0,48493.89
Bachelors,2014,Pune,28,Female,No,2,1,27581.66
Bachelors,2016,Bangalore,26,Male,No,4,0,97771.16
Masters,2017,New Delhi,30,Female,Yes,2,0,43058.31
PHD,2013,New Delhi,30,Female,No,2,0,74584.18
Bachelors,2015,Bangalore,29,Male,No,2,0,76357.4
Bachelors,2017,Bangalore,28,Male,No,2,0,87198.05
Bachelors,2015,Bangalore,29,Male,No,2,1,96667.29
Bachelors,2015,Pune,26,Female,No,4,1,30576.7
Bachelors,2013,Bangalore,28,Male,No,1,0,61316.12
Bachelors,2015,Pune,29,Female,No,2,1,57806.06
Bachelors,2013,Bangalore,26,Male,Yes,4,0,101092.28
Masters,2014,Pune,30,Male,No,2,0,80068.36
Masters,2017,Pune,30,Male,Yes,2,0,41347.08
Bachelors,2017,Pune,27,Male,No,5,0,87768.86
Bachelors,2014,New Delhi,28,Female,Yes,2,0,84570.68
Bachelors,2014,New Delhi,27,Female,No,5,0,82137.34
Bachelors,2015,Pune,29,Female,Yes,1,1,53466.69
Bachelors,2013,Pune,26,Male,No,4,0,63509.0
Bachelors,2014,New Delhi,30,Male,No,1,0,69474.96
Bachelors,2013,Pune,26,Male,No,4,0,65174.04
Bachelors,2016,Bangalore,26,Male,No,4,0,81085.36
Masters,2017,New Delhi,28,Female,No,2,0,42813.61
Masters,2017,New Delhi,27,Male,No,5,1,47529.53
Bachelors,2017,Pune,29,Female,No,1,1,38720.85
Masters,2017,New Delhi,28,Female,No,1,1,43344.73
Bachelors,2017,New Delhi,26,Male,No,4,0,55200.66
Bachelors,2014,Bangalore,29,Female,No,1,1,82583.08
Bachelors,2012,Bangalore,28,Male,No,1,0,77223.51
Bachelors,2016,Bangalore,27,Male,No,5,0,110972.93
Bachelors,2012,Bangalore,28,Female,No,1,0,83029.65
Masters,2015,Pune,30,Female,No,2,1,56276.51
Masters,2017,New Delhi,28,Male,No,2,0,67280.77
Masters,2015,Pune,29,Female,No,1,0,53179.7
Masters,2015,Bangalore,26,Male,No,4,1,97171.98
Bachelors,2013,Bangalore,26,Male,No,4,0,62937.7
Bachelors,2017,Bangalore,29,Female,No,1,0,87119.25
Bachelors,2017,Bangalore,27,Male,Yes,5,0,89556.31
Bachelors,2014,New Delhi,29,Female,No,2,0,98854.95
Bachelors,2017,New Delhi,27,Female,No,5,0,86465.14
Masters,2017,Pune,28,Female,No,2,0,52821.29
Masters,2013,New Delhi,27,Female,No,5,1,85652.31
Masters,2017,New Delhi,27,Male,Yes,5,1,75208.56
Bachelors,2013,Bangalore,30,Male,No,2,0,69240.42
Bachelors,2015,Pune,27,Female,Yes,5,1,49226.45
Bachelors,2014,Bangalore,26,Male,No,4,0,86338.81
Bachelors,2015,Bangalore,27,Female,No,5,1,28746.21
Bachelors,2015,Bangalore,30,Male,No,2,1,69894.08
Masters,2017,Bangalore,27,Male,No,5,0,47243.01
Bachelors,2017,Bangalore,30,Male,No,2,1,83779.76
Bachelors,2016,Pune,30,Female,No,2,1,56686.23
Masters,2016,Pune,27,Female,No,5,0,30105.17
Bachelors,2012,Bangalore,26,Male,No,4,0,70841.74
Bachelors,2014,Bangalore,27,Male,No,5,0,75737.1
Bachelors,2015,Pune,29,Female,No,2,1,70070.49
Bachelors,2013,New Delhi,26,Male,No,4,0,103757.81
Bachelors,2015,Pune,29,Female,No,2,1,40704.36
Bachelors,2013,Pune,28,Male,No,2,0,83897.86
Bachelors,2013,Pune,27,Male,No,5,1,61095.74
Masters,2014,New Delhi,28,Male,No,1,1,76523.87
Bachelors,2016,New Delhi,27,Female,No,5,1,91681.39
Bachelors,2016,New Delhi,29,Female,Yes,2,0,88881.73
Masters,2018,New Delhi,26,Female,No,4,1,31858.26
Bachelors,2015,Bangalore,27,Female,No,5,0,75773.54
Bachelors,2013,Pune,27,Female,No,5,1,46739.0
Bachelors,2014,New Delhi,28,Female,No,2,0,85846.49
Bachelors,2014,Bangalore,27,Male,No,5,0,69353.69
Bachelors,2016,Bangalore,29,Female,No,1,0,67003.58
Bachelors,2012,Bangalore,29,Female,No,1,0,91423.6
Bachelors,2018,Bangalore,29,Male,Yes,2,1,75083.3
Bachelors,2012,Pune,30,Male,No,1,0,80745.64
Bachelors,2013,Bangalore,30,Male,Yes,1,1,64062.69
Bachelors,2014,Bangalore,27,Male,No,5,0,89132.15
Bachelors,2015,New Delhi,29,Female,Yes,1,0,87625.78
Bachelors,2014,Bangalore,30,Female,No,1,0,79094.7
Bachelors,2014,Pune,28,Male,No,2,0,40797.84
Bachelors,2015,Pune,27,Female,No,5,0,88141.06
Bachelors,2016,Bangalore,30,Male,No,1,1,78435.98
Bachelors,2016,Pune,26,Female,No,4,1,83382.42
Bachelors,2018,New Delhi,27,Female,Yes,5,1,64926.62
Bachelors,2015,Bangalore,26,Male,No,4,0,85653.94
Masters,2017,New Delhi,27,Male,No,5,1,47485.15
Bachelors,2015,Bangalore,26,Male,No,4,0,73782.17
Bachelors,2017,Pune,26,Female,No,4,1,66573.11
Bachelors,2012,Pune,27,Male,No,5,0,32812.09
Bachelors,2016,Bangalore,26,Male,No,4,0,71370.19
PHD,2017,Bangalore,28,Female,No,1,0,89718.88
Bachelors,2015,Pune,29,Female,No,1,1,109060.89
Masters,2014,New Delhi,30,Male,Yes,2,0,101129.7
Bachelors,2013,Pune,26,Male,No,4,0,83279.88
Bachelors,2012,Bangalore,27,Male,No,5,0,53531.67
Bachelors,2015,Pune,28,Male,No,1,0,86701.99
Bachelors,2013,Bangalore,26,Male,No,4,0,53529.33
Bachelors,2013,New Delhi,26,Male,No,4,0,65417.42
Masters,2012,New Delhi,30,Male,No,2,0,79371.29
PHD,2013,New Delhi,27,Male,No,5,0,107578.69
Bachelors,2012,Bangalore,27,Male,No,5,0,84710.47
Bachelors,2018,Bangalore,30,Male,Yes,1,1,57517.67
Bachelors,2012,Bangalore,26,Female,No,4,0,58401.0
Masters,2017,New Delhi,29,Female,No,2,0,80219.21
Bachelors,2014,Bangalore,29,Male,No,2,0,67322.27
Bachelors,2017,New Delhi,28,Male,No,1,0,88290.83
Bachelors,2015,Pune,26,Female,No,4,1,29459.02
Bachelors,2018,Bangalore,27,Female,No,5,1,75867.49
Bachelors,2014,Bangalore,28,Male,No,1,0,35355.43
Bachelors,2016,Bangalore,28,Male,No,1,0,99291.69
Bachelors,2014,Pune,26,Male,No,4,0,96186.99
Bachelors,2012,Pune,26,Male,No,4,0,103319.76
Bachelors,2015,Bangalore,28,Male,No,2,0,75909.09
Bachelors,2014,Bangalore,28,Male,No,1,0,87142.52
Bachelors,2016,Bangalore,27,Male,No,5,0,91532.88
PHD,2012,New Delhi,29,Female,No,2,0,27370.64
Bachelors,2013,Bangalore,30,Female,No,2,1,67038.01
Bachelors,2016,Bangalore,26,Male,No,4,0,67548.79
Bachelors,2014,Pune,28,Male,No,1,0,78747.21
Masters,2013,New Delhi,26,Male,No,4,1,54349.92
Bachelors,2017,Bangalore,27,Male,No,5,0,76525.3
Bachelors,2013,Pune,27,Female,No,5,0,95284.42
PHD,2015,New Delhi,28,Male,No,2,0,100192.23
Masters,2017,Pune,28,Male,No,2,0,53524.06
Bachelors,2014,Pune,28,Male,No,4,0,83015.42
Bachelors,2016,Bangalore,29,Female,No,1,1,103202.95
Bachelors,2017,Bangalore,26,Female,No,4,1,119737.83
Bachelors,2015,Bangalore,30,Male,No,0,0,60751.52
Masters,2012,New Delhi,30,Male,No,2,0,65556.37
Bachelors,2012,Bangalore,30,Female,No,0,0,33374.54
Bachelors,2014,New Delhi,27,Female,No,5,0,102599.85
Bachelors,2017,New Delhi,28,Female,No,0,0,50294.7
Bachelors,2012,Pune,26,Male,No,4,0,99433.92
Bachelors,2015,Pune,29,Female,No,3,1,85063.52
Masters,2017,Pune,30,Male,No,0,1,40135.19
Bachelors,2013,New Delhi,26,Male,No,4,0,69192.73
Masters,2014,Pune,30,Male,No,0,1,69548.8
Bachelors,2013,Pune,29,Male,Yes,2,0,69352.57
Bachelors,2017,Bangalore,28,Male,No,3,0,95158.66
Masters,2018,New Delhi,27,Male,Yes,5,1,88717.57
Masters,2017,New Delhi,26,Female,Yes,4,1,51790.53
Bachelors,2012,Bangalore,30,Female,No,0,1,65329.12
Bachelors,2012,Bangalore,29,Female,No,4,0,84588.45
Bachelors,2014,Bangalore,29,Male,No,1,0,62657.9
Bachelors,2016,Bangalore,27,Male,No,5,0,76631.53
Bachelors,2015,Bangalore,28,Male,Yes,4,0,92981.96
Bachelors,2014,Bangalore,26,Male,No,4,0,72981.79
Bachelors,2016,Pune,29,Male,No,5,0,90449.76
Bachelors,2014,Bangalore,29,Male,No,0,0,70495.46
Masters,2013,Bangalore,30,Male,No,5,1,82473.52
Bachelors,2017,New Delhi,30,Female,Yes,3,0,74167.28
Bachelors,2014,Bangalore,27,Male,No,5,0,81386.01
PHD,2015,Pune,30,Female,No,4,0,51634.31
Masters,2014,Bangalore,30,Male,No,4,1,87500.88
Masters,2017,New Delhi,27,Male,No,5,1,63327.19
Bachelors,2013,Pune,30,Male,No,0,0,74970.03
Masters,2017,Pune,30,Male,No,0,0,55458.97
Masters,2017,New Delhi,29,Female,No,2,0,44280.53
Masters,2017,New Delhi,29,Male,No,2,0,46161.24
Bachelors,2014,Bangalore,27,Male,No,5,1,34918.35
Bachelors,2012,Bangalore,27,Female,No,5,0,81908.0
Bachelors,2017,Bangalore,27,Male,No,5,0,85720.33
Masters,2018,New Delhi,30,Female,No,4,1,92097.18
Bachelors,2015,Bangalore,29,Female,No,1,0,80949.16
Bachelors,2014,Pune,26,Female,No,4,1,94700.58
Masters,2016,Pune,28,Male,No,2,0,59162.42
Bachelors,2015,New Delhi,28,Female,No,4,0,97916.71
Bachelors,2015,Bangalore,30,Male,No,0,0,94549.67
Bachelors,2014,Bangalore,28,Female,No,3,0,75766.11
Bachelors,2017,Bangalore,28,Male,No,4,0,89356.62
Bachelors,2013,Bangalore,26,Male,No,4,0,74049.99
Bachelors,2015,Bangalore,28,Female,No,0,0,67947.44
Bachelors,2015,Pune,28,Female,No,2,1,59132.99
Masters,2013,Pune,27,Female,Yes,5,1,101851.62
Bachelors,2016,Bangalore,27,Male,No,5,1,106662.21
Bachelors,2012,Pune,29,Male,No,1,0,106492.34
Bachelors,2015,Pune,28,Female,No,0,1,46657.32
Bachelors,2018,Pune,30,Male,Yes,3,1,65558.72
Bachelors,2016,Bangalore,29,Male,No,5,0,58496.3
Masters,2013,New Delhi,27,Female,No,5,1,44018.42
Masters,2017,New Delhi,30,Male,No,2,0,56060.57
Bachelors,2012,New Delhi,26,Male,No,4,0,70036.35
Bachelors,2016,Bangalore,30,Male,No,2,1,84178.78
Bachelors,2017,New Delhi,29,Male,No,3,1,43232.11
Bachelors,2017,Pune,28,Male,No,3,0,41588.83
Bachelors,2013,Bangalore,27,Male,No,5,0,84019.38
Bachelors,2013,Bangalore,29,Male,Yes,4,0,83635.26
Bachelors,2013,Bangalore,30,Male,No,5,0,90945.12
Bachelors,2015,Bangalore,26,Male,No,4,0,64811.58
Bachelors,2015,Pune,26,Female,No,4,1,36023.99
Bachelors,2012,Bangalore,29,Male,Yes,2,1,84677.3
Masters,2015,Bangalore,28,Male,No,0,1,96643.6
Bachelors,2014,New Delhi,29,Female,No,2,0,83349.12
Masters,2015,Pune,29,Female,No,4,0,71372.56
Bachelors,2013,Bangalore,27,Male,No,5,0,64420.36
Bachelors,2013,Pune,27,Female,No,5,1,81666.83
Bachelors,2017,Bangalore,30,Male,No,1,1,96542.87
Masters,2014,Pune,30,Male,No,2,0,79450.46
Bachelors,2015,New Delhi,28,Female,No,4,0,45008.34
Bachelors,2013,Bangalore,26,Female,No,4,0,69735.74
Bachelors,2014,Bangalore,28,Male,No,5,0,80094.28
Bachelors,2017,Bangalore,28,Female,No,0,1,29691.04
Bachelors,2016,Bangalore,27,Male,Yes,5,0,94193.8
Bachelors,2013,Bangalore,28,Male,No,5,0,84788.01
Masters,2013,New Delhi,30,Male,No,2,1,89117.75
Masters,2013,New Delhi,29,Female,No,2,1,32233.96
Bachelors,2017,Bangalore,26,Male,No,4,0,103033.66
Bachelors,2015,Pune,28,Male,No,3,0,74310.18
Bachelors,2013,Bangalore,29,Male,No,2,0,93004.0
Masters,2017,New Delhi,28,Female,No,2,0,46206.49
Masters,2017,New Delhi,30,Female,No,2,0,44720.7
PHD,2013,New Delhi,27,Female,No,5,0,87321.34
Bachelors,2016,Pune,26,Male,No,4,0,75051.47
Bachelors,2017,New Delhi,26,Female,No,4,0,40571.84
Bachelors,2016,Bangalore,28,Female,No,1,1,84069.32
Bachelors,2017,Pune,27,Female,No,5,1,47777.38
Bachelors,2012,Bangalore,27,Female,No,5,0,80947.86
Bachelors,2014,Bangalore,26,Male,No,4,1,66604.8
Bachelors,2016,Bangalore,27,Male,Yes,5,0,68388.48
Bachelors,2015,Bangalore,27,Female,No,5,0,99920.34
Bachelors,2015,Pune,29,Male,No,1,0,100910.21
Bachelors,2018,Bangalore,26,Male,No,4,1,67938.5
Bachelors,2012,Bangalore,26,Female,No,4,0,77354.22
Bachelors,2017,Bangalore,27,Male,Yes,5,0,82816.07
Bachelors,2015,Pune,30,Female,No,0,1,95215.47
Bachelors,2017,Bangalore,30,Male,No,3,0,83520.48
PHD,2012,New Delhi,29,Male,No,5,0,75925.56
Bachelors,2016,Pune,29,Male,No,5,0,72697.9
Bachelors,2014,Bangalore,26,Female,Yes,4,0,85545.78
PHD,2014,New Delhi,28,Female,No,0,0,72828.62
Bachelors,2018,Bangalore,28,Male,No,1,1,83030.26
Bachelors,2013,New Delhi,27,Female,Yes,5,0,94242.36
Bachelors,2013,Bangalore,28,Male,No,2,0,65412.93
Bachelors,2018,Bangalore,29,Male,No,0,1,89990.55
Bachelors,2016,Bangalore,29,Male,No,3,0,93760.16
Bachelors,2018,Pune,30,Female,No,2,1,85093.35
Bachelors,2013,Bangalore,26,Male,No,4,0,69888.28
Bachelors,2014,Pune,29,Male,No,3,0,77767.63
Bachelors,2013,Pune,30,Male,No,4,0,69645.52
Masters,2015,New Delhi,29,Male,No,2,0,92308.97
Bachelors,2018,Pune,27,Male,No,5,1,95304.89
Bachelors,2016,Bangalore,28,Male,No,2,0,54460.68
Bachelors,2015,Bangalore,29,Male,No,1,0,80416.28
Bachelors,2016,Bangalore,30,Male,No,0,0,74466.15
Bachelors,2016,Bangalore,28,Female,No,1,0,99034.81
Bachelors,2017,New Delhi,26,Female,No,4,0,91299.98
Bachelors,2014,Pune,29,Female,No,1,1,55675.61
PHD,2013,New Delhi,30,Female,No,2,0,57877.88
Bachelors,2016,Bangalore,28,Male,Yes,3,0,63369.62
Bachelors,2015,Bangalore,28,Male,No,1,0,77405.66
Bachelors,2016,Pune,28,Male,No,5,0,84037.1
Bachelors,2017,Pune,28,Female,No,1,1,56602.91
Bachelors,2015,Bangalore,30,Male,No,4,0,69819.63
Masters,2012,New Delhi,27,Male,No,5,0,69865.09
Masters,2017,New Delhi,29,Female,Yes,2,0,95049.85
Bachelors,2018,New Delhi,29,Female,No,2,1,72299.75
Bachelors,2018,Bangalore,29,Male,No,0,1,82476.66
Bachelors,2012,Bangalore,28,Female,No,0,0,55632.68
Bachelors,2015,Pune,28,Female,No,0,1,56247.6
Masters,2017,New Delhi,27,Female,No,5,1,51599.27
Bachelors,2018,Pune,28,Female,No,5,1,72339.75
Bachelors,2016,Pune,28,Male,No,1,0,75382.22
Bachelors,2014,Bangalore,26,Male,No,4,1,38104.74
Bachelors,2014,New Delhi,29,Female,No,3,1,30691.78
Masters,2014,Pune,26,Male,No,4,1,76049.2
Bachelors,2017,Pune,27,Male,No,5,0,53806.53
Bachelors,2013,Pune,30,Male,No,4,1,98459.71
Bachelors,2015,Bangalore,30,Male,No,3,0,98204.74
Bachelors,2012,Bangalore,29,Male,No,2,1,90468.52
Bachelors,2014,Pune,26,Male,No,4,0,82797.11
Bachelors,2013,Bangalore,26,Female,No,4,0,77159.34
Masters,2017,New Delhi,30,Female,No,2,1,52503.66
Bachelors,2012,Pune,29,Male,No,0,0,108703.92
Bachelors,2015,Pune,30,Female,No,0,1,30748.48
Bachelors,2017,Bangalore,28,Male,No,3,0,86367.63
Bachelors,2013,Bangalore,28,Male,No,5,0,93677.65
Bachelors,2017,Pune,30,Female,No,4,1,50562.14
Bachelors,2017,Pune,28,Male,No,5,0,31331.95
Bachelors,2014,New Delhi,27,Female,No,5,1,76678.2
Bachelors,2012,Bangalore,28,Female,No,2,0,78247.87
Bachelors,2013,Bangalore,29,Female,No,5,0,84669.67
Bachelors,2012,Bangalore,27,Female,No,5,1,79089.1
Bachelors,2017,Pune,28,Female,No,3,1,62456.43
Bachelors,2015,Bangalore,29,Male,No,4,0,22965.1
Bachelors,2013,Bangalore,30,Male,No,0,1,50905.47
PHD,2018,Bangalore,28,Male,No,2,1,95672.26
Bachelors,2015,Pune,28,Female,No,3,1,76418.54
Bachelors,2015,Bangalore,27,Male,No,5,0,74757.61
Bachelors,2015,Bangalore,30,Female,No,3,1,77156.82
Bachelors,2012,Bangalore,29,Male,No,5,0,79273.37
Bachelors,2012,Bangalore,27,Female,No,5,0,85792.17
Bachelors,2015,Bangalore,26,Female,No,4,0,74803.07
Bachelors,2016,Pune,27,Male,No,5,0,73964.6
Bachelors,2013,Bangalore,27,Female,No,5,0,65852.35
Bachelors,2013,Pune,28,Male,No,0,0,84018.32
Bachelors,2014,Pune,29,Male,No,1,0,103834.33
Bachelors,2017,New Delhi,27,Male,No,5,0,49373.56
Bachelors,2013,New Delhi,27,Female,No,5,0,76705.04
Bachelors,2017,Pune,30,Male,No,5,0,68004.93
Bachelors,2013,Pune,27,Male,No,5,0,97342.09
Bachelors,2012,New Delhi,30,Female,Yes,3,0,90861.57
Bachelors,2013,Pune,30,Male,No,1,1,55288.84
PHD,2015,New Delhi,27,Female,No,5,0,119027.38
Bachelors,2014,Pune,26,Male,No,4,0,96895.36
Bachelors,2015,Pune,27,Female,Yes,5,1,51147.7
Masters,2017,New Delhi,29,Male,No,1,0,50628.91
Bachelors,2013,New Delhi,28,Female,No,3,0,93035.88
Masters,2012,Pune,29,Male,No,4,1,92528.78
Bachelors,2014,New Delhi,28,Female,No,3,0,81013.79
Bachelors,2018,Bangalore,27,Male,Yes,5,1,73967.83
Bachelors,2012,Bangalore,29,Male,No,1,0,75114.73
Bachelors,2017,Pune,26,Male,No,4,0,41438.13
Bachelors,2014,Bangalore,30,Male,No,2,1,78011.2
Bachelors,2014,New Delhi,29,Male,No,4,0,74683.42
Bachelors,2015,Pune,26,Female,No,4,1,49921.06
Bachelors,2014,Bangalore,27,Female,No,5,0,88918.67
Masters,2013,New Delhi,26,Male,No,4,1,46608.8
Bachelors,2013,New Delhi,29,Female,No,2,0,103313.09
Bachelors,2016,Bangalore,30,Female,No,4,1,51038.14
Bachelors,2017,New Delhi,29,Female,No,0,0,78709.32
Bachelors,2018,Bangalore,28,Male,No,3,1,97716.59
Bachelors,2014,Bangalore,29,Male,No,4,0,78394.95
Masters,2017,New Delhi,30,Female,No,2,0,56011.68
Bachelors,2018,Bangalore,29,Male,Yes,2,1,97758.05
Bachelors,2017,New Delhi,28,Female,No,1,0,32642.03
Bachelors,2013,Bangalore,27,Female,No,5,1,55627.52
Bachelors,2015,Bangalore,30,Male,No,4,0,96838.24
Bachelors,2012,Bangalore,26,Male,No,4,0,78326.22
Bachelors,2016,Bangalore,26,Male,No,4,0,74403.75
Masters,2017,Bangalore,30,Male,No,3,0,55442.61
Masters,2017,New Delhi,29,Male,No,4,0,56099.62
Bachelors,2014,Bangalore,28,Male,No,3,0,79347.46
Masters,2017,New Delhi,27,Male,No,5,1,78403.43
Bachelors,2014,Bangalore,27,Male,No,5,0,71801.1
Bachelors,2017,New Delhi,27,Male,No,5,0,85733.56
Bachelors,2016,Pune,30,Male,No,0,0,78130.45
Bachelors,2015,Bangalore,29,Female,No,0,0,91191.8
Bachelors,2015,Pune,27,Female,Yes,5,1,48228.18
Bachelors,2013,Bangalore,26,Female,No,4,0,116164.82
Bachelors,2015,New Delhi,29,Male,No,1,0,84128.26
Bachelors,2017,Bangalore,30,Male,No,4,0,82859.16
PHD,2017,New Delhi,27,Male,No,5,0,84700.05
PHD,2013,Bangalore,27,Male,No,5,0,102143.05
Bachelors,2018,Bangalore,28,Male,Yes,1,1,94498.53
Bachelors,2013,Bangalore,29,Male,No,1,0,76337.25
Masters,2017,Pune,29,Female,Yes,2,1,41419.0
Bachelors,2015,Pune,27,Male,No,5,0,73788.67
Bachelors,2012,Bangalore,27,Female,No,5,0,66782.07
Masters,2018,Pune,26,Male,No,4,1,90848.59
Bachelors,2012,New Delhi,27,Female,No,5,1,27919.56
Masters,2017,Pune,27,Male,Yes,5,1,59994.01
Bachelors,2015,Pune,28,Female,No,0,1,31643.24
